270914,45554,4173,4621,45527,1428,30809,27,27,45500,3480,45500,45500
228613,52084,5112,4972,52042,1600,33151,42,42,52000,3978,52000,52000
298070,52390,5037,5218,52260,1365,34791,130,40,52130,3987,52130,52130
299391,56606,3315,4765,56485,1903,31767,485,485,56000,4284,56000,56000
238627,57680,3016,9806,57828,1700,45583,944,721,56884,4351,56884,56884
348325,58442,3586,7387,58442,87,40545,1442,1442,57000,4360,57000,57000
193328,30406,3433,2463,32167,830,16420,167,50,32000,2448,32000,32000
126759,28065,3677,2338,30070,267,15588,70,70,30000,2295,30000,30000
141690,35552,3449,1978,32551,1233,13190,551,1,32000,2448,32000,32000
178808,8730,824,372,8730,186,2480,1030,22,7700,589,7700,7000
178670,6539,215,43,8539,120,289,2072,72,6467,494,6467,2000
194744,6961,1177,106,6961,179,711,697,697,6264,479,6264,3264
260530,25938,4145,629,25001,693,4194,1,1,25000,1912,25000,25000
240569,32093,3915,443,31795,346,2955,14,14,31781,2431,31781,16323
196508,24297,4210,664,26279,1099,8147,279,39,26000,1989,26000,26000
345103,23024,2005,799,6012,563,5328,12,12,6000,459,6000,6000
532517,23381,2812,1569,4015,150,10462,15,15,4000,306,4000,4000
363507,17736,3593,825,6789,37,5501,1789,289,5000,382,5000,5000
196740,15380,705,632,15380,464,4215,80,80,15300,1170,15300,15300
196853,12800,811,261,12800,354,1741,1700,500,11100,849,11100,9600
156992,13314,706,1059,13314,171,7064,314,314,13000,994,13000,13000
242873,14669,2745,35,20477,322,234,11722,2232,8755,669,8755,8755
171709,9200,2859,300,19893,230,2000,12893,1200,7000,535,7000,7000
201037,15725,3153,654,21521,243,4365,10121,27,11400,872,11400,11400
171074,23055,1728,1537,22137,613,10248,15959,144,6178,667,3628,3628
157788,22800,1289,1144,15143,718,7630,13443,50,1700,130,1700,1700
145446,20424,2323,883,21227,650,5892,19715,960,1512,115,1512,1512
214252,32252,3056,2311,32878,915,15413,878,12,32000,2448,32000,32000
237609,38026,3076,2979,32013,981,19860,13,12,32000,2448,32000,32000
206054,32069,3099,3595,32069,932,23402,69,69,32000,2448,32000,32000
208443,22000,4101,988,23920,522,6588,2120,200,21800,1667,21800,21800
249329,20062,3937,804,20262,20,5360,262,62,20000,1530,20000,20000
243523,23523,3559,1840,17523,646,12273,23,23,17500,1338,17500,17000
208688,30621,2530,2493,16232,854,16620,232,100,16000,1224,16000,16000
229883,37128,2976,3250,19116,1030,21668,16,16,19100,1461,19100,19100
200060,36024,3189,2067,20024,805,15978,24,24,20000,1530,20000,20000
283725,15004,2394,308,15004,307,2054,4,4,15000,1147,15000,15000
337869,10508,2480,1,11844,175,8,1344,8,10500,803,10500,7000
270065,13691,2456,1116,13691,432,7441,666,666,13025,996,13025,7851
174044,15071,412,1180,21280,439,7871,10580,342,10700,818,10700,10700
139736,10380,1230,619,17210,381,4130,7090,260,10120,774,10120,10120
165953,14100,751,325,14100,351,2167,8100,300,6000,459,6000,6000
179018,33792,937,3227,26040,969,21517,40,40,26000,1989,26000,26000
152059,23608,1413,2603,25037,917,17358,93,93,24944,1908,24944,24944
207951,26332,875,2690,25407,737,17935,1407,7,24000,1836,24000,24000
299319,12682,1572,964,12682,323,6432,182,2,12500,956,12500,8800
230418,14980,1147,1309,14980,360,8730,20,20,14960,1144,14960,7952
303647,18492,1669,1836,19492,747,12242,1012,12,18480,1413,18480,18480
165972,19991,2624,1452,24991,640,9686,6191,791,18800,1438,18800,16800
159672,30090,2757,2713,21033,813,18090,13133,4000,7900,604,7900,7900
205056,14500,3715,26,38150,406,175,24350,350,13800,1055,13800,13800
199988,20010,1818,851,21305,451,5674,6305,5,15000,1147,15000,15000
145084,19459,1732,1629,20378,799,10860,963,14,19415,1485,19415,19415
158102,14578,1604,1249,16360,574,8328,1890,108,14470,1106,14470,14470
330262,22582,1068,2449,24010,692,16332,10,10,24000,1836,24000,24000
273944,24979,1995,2809,24979,719,18729,79,79,24900,1904,24900,24900
257103,28664,1310,2961,28664,1426,19741,4442,482,24222,1852,24222,24222
348114,32379,2864,2678,32189,821,17856,189,189,32000,2448,32000,32000
355090,21771,3278,1216,27750,504,10789,4750,200,23000,1759,23000,23000
342037,28575,3632,1247,36409,935,8316,9409,9,27000,2065,27000,23000
275119,53810,5851,4806,56210,1588,32043,3210,735,53000,4054,53000,53000
400679,53400,5447,5493,51000,1557,36624,1000,250,50000,3825,50000,50000
420609,60768,6314,6844,56650,1930,42089,1650,50,55000,4207,55000,55000
353508,42777,2476,7270,42777,1685,36527,777,577,42000,3213,42000,42000
413479,45748,2341,5656,47156,124,30763,156,150,47000,3595,47000,47000
407046,48690,2381,6254,48690,59,32899,990,990,47700,3710,46900,46900
386651,40536,2585,3990,26518,1092,26606,18,18,26500,2027,26500,19000
349554,34288,1856,4096,34288,1402,25191,663,96,33625,2572,33625,33625
321861,44395,3258,3931,31311,1954,26212,111,111,31200,2386,31200,31200
239012,26173,2664,1355,28693,425,9039,3693,200,25000,1912,25000,25000
267109,29638,2178,981,29325,480,6540,1607,7,27718,2120,27718,27718
258023,24037,2044,625,24137,1086,7887,199,199,23938,1831,23938,23938
183569,10792,558,538,20093,49,3592,14093,130,6000,459,6000,6000
72395,13065,1295,1022,13065,377,6815,10090,70,2975,227,2975,2975
85266,10402,331,480,16885,50,3202,12885,200,4000,306,4000,4000
209403,27342,2057,1497,20210,545,9984,210,210,20000,1530,20000,20000
200075,21052,2135,1475,21052,438,9839,52,52,21000,1606,21000,21000
206668,22866,2357,2492,22866,547,16616,866,866,22000,1683,22000,22000
184096,28277,3126,1921,28277,581,12807,277,277,28000,2142,28000,28000
190315,30014,3545,2053,31838,810,15880,1838,14,30000,2295,30000,30000
161677,27692,3424,1866,27692,984,12441,692,692,27000,2065,27000,27000
161781,24105,1680,2253,24105,946,15021,105,105,24000,1836,24000,24000
179150,21060,1554,1970,22691,620,13135,1691,60,21000,1606,21000,18000
144371,22738,1773,2473,22738,672,16488,108,108,22630,1731,22630,22630
160260,22240,520,1579,22240,834,10532,90,50,22150,1694,22150,22150
168346,20881,594,1950,21131,897,13002,3349,95,17782,1360,17782,17782
194834,15390,37,1371,15390,433,9140,390,390,15000,1147,15000,15000
150703,28005,904,670,13004,1140,7955,3004,4,10000,765,10000,10000
160829,14171,758,1188,14171,555,7921,19,19,14152,1082,14150,14000
168053,15194,801,1341,15194,226,8944,1194,10,14000,1071,14000,14000
139320,9002,1623,412,15002,159,2752,6002,2,9000,688,9000,9000
100279,10355,1006,615,10355,168,4105,5055,63,5300,405,5300,5300
124517,11514,539,789,13514,391,5264,2714,24,10800,826,10800,10800
385610,42500,1755,6042,42500,2166,32140,2500,2500,40000,3060,40000,40000
395085,37946,1532,4774,37946,1742,27611,446,446,37500,2868,37500,37500
447118,40378,1501,4565,40378,2005,26865,378,288,40000,3060,40000,40000
454283,25949,2545,2645,26149,732,17639,2149,2149,24000,1836,24000,24000
543021,34980,3283,3366,23029,505,22445,29,1,23000,1759,23000,23000
452793,24340,2115,1955,24340,483,13037,340,340,24000,1836,24000,24000
365108,43329,3958,6231,43329,2243,32815,329,29,43000,3289,43000,43000
414012,49180,4090,4106,49190,1173,27379,190,90,49000,4743,36000,36000
338505,49346,4396,4860,45613,1919,32405,3613,97,42000,3213,42000,42000
340188,39184,4400,3470,17887,712,23139,5770,9,12117,926,12117,12117
250069,39048,3778,3939,23484,1313,26260,3484,1184,20000,1530,20000,20000
310482,41655,4063,3988,16855,1758,26591,7355,900,9500,726,9500,9500
429623,51350,3730,8330,51350,2989,40312,350,200,51000,3901,51000,51000
429361,60274,3796,6040,60213,2726,39217,213,200,60000,4590,60000,60000
437223,59934,3252,6737,56217,3052,41705,217,175,56000,4284,56000,50000
183689,33760,1939,3091,33760,1353,20610,3760,1000,30000,2295,30000,30000
139922,28583,2132,2951,28583,590,19678,783,783,27800,2126,27800,27800
